i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
649,996,pop_17_op_e1_n12_250819_144727,pop_2_op_m1_n17_250816_042619,0.011615451,1.62781
2853,3605,pop_6_op_m1_n8_250821_170701,pop_14_op_m2_n9_250825_225118,0.061808277,0.26806998
3312,3403,pop_11_op_e1_n6_250825_190557,pop_12_op_e2_n18_250825_201553,0.017360734,4.04079
3717,4165,pop_16_op_m1_n15_251114_110423,pop_3_op_m1_n9_250825_130546,0.032666907,0.059249997
267,479,pop_12_op_e1_n13_250818_200713,pop_14_op_m2_n11_250819_061049,0.010265495,5.07558
1277,1785,pop_6_op_e2_n14_250817_171559,pop_11_op_m1_n16_250821_204759,0.01774098,0.013619989
412,1570,pop_13_op_m2_n4_250819_023104,pop_0_op_e1_n7_250821_123038,0.029283654,7.60888
1859,2939,pop_12_op_m1_n13_250821_213956,pop_7_op_m2_n17_250821_180122,0.010673306,0.08683002
216,3526,pop_11_op_e2_n2_250818_171434,pop_13_op_m2_n8_250825_215652,0.07631616,0.11004999
2974,3905,pop_8_op_e2_n16_250821_182057,pop_19_op_e2_n11_251114_131104,0.014426566,6.19769
374,3499,pop_13_op_e2_n6_250819_003818,pop_13_op_m1_n19_250825_214156,0.023720538,0.17508
2434,3428,pop_1_op_e1_n2_250821_132746,pop_12_op_m1_n4_250825_203123,0.02405873,4.7743998
4335,4610,pop_5_op_m2_n5_250825_145242,pop_9_op_m1_n12_250825_174611,0.020787243,1.35307
902,4088,pop_1_op_e2_n17_250815_191206,pop_2_op_m1_n8_250825_121636,0.07218545,0.07945001
2724,3193,pop_4_op_m2_n7_250821_155153,pop_0_op_m1_n4_250825_104303,0.028474545,0.11166999
2554,4070,pop_2_op_m1_n9_250821_142948,pop_2_op_m1_n0_250825_121636,0.024820313,0.18194002
222,3809,pop_11_op_e2_n8_250818_171434,pop_17_op_m2_n3_251114_115952,0.05744104,0.0127899945
2732,3352,pop_5_op_e1_n16_250821_160044,pop_11_op_m1_n7_250825_193956,0.051712133,0.121199995
2425,3941,pop_1_op_e1_n12_250821_132746,pop_19_op_m2_n14_251114_134114,0.055864494,0.42068002
1872,4446,pop_12_op_m1_n8_250821_213956,pop_7_op_e2_n3_250825_155022,0.046040647,3.8024802
761,2340,pop_18_op_m1_n11_250819_203800,pop_18_op_m2_n2_250822_032258,0.006249838,0.052699983
830,3158,pop_19_op_e2_n1_250819_232713,pop_0_op_i1_n18_250825_093130,0.03959924,8.39326
3364,4496,pop_11_op_m2_n18_250825_195041,pop_8_op_e1_n12_250825_162511,0.03455984,0.70875996
2013,4416,pop_14_op_m1_n3_250821_230549,pop_7_op_e1_n11_250825_153457,0.04734575,2.19997
75,3810,pop_0_op_m1_n14_250815_142421,pop_17_op_m2_n4_251114_115952,0.032307778,0.7826
298,4077,pop_12_op_e2_n7_250818_205553,pop_2_op_m1_n16_250825_121636,0.08057141,1.57182
2999,3072,pop_8_op_m1_n2_250821_183518,pop_9_op_m1_n18_250821_191812,0.0035141213,0.0
2581,3678,pop_3_op_e1_n15_250821_144345,pop_15_op_m2_n5_250826_004250,0.041276377,10.55381
2549,2616,pop_2_op_m1_n4_250821_142948,pop_3_op_m1_n12_250821_150204,0.0021024097,5.4822497
419,3739,pop_14_op_e1_n10_250819_032631,pop_16_op_m2_n2_251114_111710,0.020373594,0.66695
1562,2658,pop_0_op_e1_n14_250821_123038,pop_4_op_e1_n14_250821_151858,0.038417812,0.19705999
2444,2639,pop_1_op_e2_n12_250821_134426,pop_3_op_m2_n15_250821_150921,0.0067524477,0.17672002
361,3946,pop_13_op_e2_n12_250819_003818,pop_19_op_m2_n19_251114_134114,0.033406388,10.57131
912,1812,pop_1_op_e2_n8_250815_191206,pop_11_op_m2_n4_250821_205841,0.025363676,1.6844699
1616,2691,pop_0_op_i1_n4_250821_114751,pop_4_op_m1_n12_250821_154247,0.054998904,3.0457199
379,3366,pop_13_op_m1_n10_250819_013409,pop_11_op_m2_n2_250825_195041,0.037544426,2.33656
138,2634,pop_10_op_e2_n1_250818_131639,pop_3_op_m2_n10_250821_150921,0.008723516,0.17572
320,3011,pop_12_op_m2_n0_250818_224341,pop_8_op_m2_n13_250821_184440,0.021185134,0.02064
29,1304,pop_0_op_e2_n19_250815_130509,pop_6_op_m1_n4_250817_185429,0.02390379,2.2349
2405,3397,pop_19_op_m2_n12_250822_040805,pop_12_op_e2_n12_250825_201553,0.008366583,3.9219403
