i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
3712,3744,pop_14_op_e2_n3_251024_065552,pop_14_op_m2_n14_251024_074310,0.009642799,0.49680996
404,531,pop_13_op_m1_n17_251005_191524,pop_15_op_e1_n6_251005_215714,0.0029409546,1.00024
970,4565,pop_1_op_m2_n11_251004_214556,pop_6_op_e2_n0_251023_180930,0.018629039,0.35774994
1336,3283,pop_6_op_e2_n3_251005_053747,pop_0_op_e2_n4_251017_094358,0.014816106,1.1477
1420,1647,pop_7_op_e2_n7_251005_072556,pop_0_op_e2_n16_251007_194925,0.01921017,0.64654994
942,1809,pop_1_op_e2_n4_251004_205709,pop_10_op_m2_n3_251008_161733,0.022382982,1.27619
3369,4722,pop_10_op_e1_n12_251024_001106,pop_8_op_e2_n10_251023_212218,0.0031083976,0.32989
431,801,pop_13_op_m2_n6_251005_194129,pop_18_op_m1_n1_251006_040930,0.0024401534,0.36056006
3440,3480,pop_10_op_m2_n8_251024_012452,pop_11_op_e2_n9_251024_021136,0.017236482,0.90228
2682,2850,pop_2_op_m2_n18_251008_001242,pop_4_op_m2_n9_251008_035253,0.020045148,0.54551995
1074,2965,pop_3_op_e1_n17_251004_235708,pop_6_op_e2_n4_251008_063903,0.033594325,0.27999997
1042,4359,pop_2_op_m1_n6_251004_230449,pop_3_op_m1_n3_251022_062215,0.013773878,0.16096997
1494,3055,pop_8_op_e2_n2_251005_091107,pop_7_op_m1_n13_251008_085951,0.00858161,0.71059
795,2946,pop_18_op_m1_n14_251006_040930,pop_6_op_e1_n5_251008_061122,0.0135506885,0.35833013
1453,3184,pop_7_op_m2_n19_251005_081804,pop_9_op_e1_n4_251008_115314,0.014409189,1.05317
1997,3372,pop_13_op_e2_n10_251008_223001,pop_10_op_e1_n15_251024_001106,0.012986876,0.15675998
192,3711,pop_10_op_m2_n6_251005_132908,pop_14_op_e2_n2_251024_065552,0.028616607,0.002010107
353,2390,pop_12_op_m2_n7_251005_165945,pop_18_op_e1_n4_251009_081901,0.018005349,0.41537
3538,4857,pop_12_op_e1_n7_251024_032137,pop_9_op_m2_n9_251023_234634,0.0018952107,1.73623
2996,4504,pop_6_op_m2_n14_251008_073409,pop_5_op_e2_n9_251023_163527,0.0050613782,0.50909996
195,209,pop_10_op_m2_n9_251005_132908,pop_11_op_e1_n3_251005_135625,0.005315919,0.07600999
1996,4367,pop_13_op_e2_n0_251008_223001,pop_3_op_m2_n10_251022_150641,0.030942561,0.58953
23,982,pop_0_op_e2_n12_251004_192837,pop_1_op_m2_n4_251004_214556,0.00084334426,0.15675998
2187,4642,pop_15_op_m1_n1_251009_031407,pop_7_op_e1_n9_251023_192250,0.01634448,1.6452
704,3543,pop_17_op_e2_n1_251006_015345,pop_12_op_e2_n11_251024_034506,0.006331225,0.15135002
2602,4800,pop_1_op_m2_n16_251007_222155,pop_9_op_e2_n0_251023_225835,0.013104575,1.6454799
750,4609,pop_17_op_m2_n7_251006_024659,pop_6_op_m2_n14_251023_185758,0.027412536,0.2084701
1521,3027,pop_8_op_m1_n9_251005_093415,pop_7_op_e1_n6_251008_080228,0.0120742945,1.04182
2206,3675,pop_15_op_m2_n19_251009_034459,pop_13_op_m2_n5_251024_060908,0.006988668,0.61932
1024,4824,pop_2_op_e2_n8_251004_223826,pop_9_op_m1_n15_251023_232311,0.02574064,1.3373802
2291,4267,pop_16_op_m2_n5_251009_054828,pop_2_op_m1_n10_251020_162331,0.010460043,0.15885007
1166,2915,pop_4_op_e2_n10_251005_020604,pop_5_op_m2_n13_251008_054321,0.01392442,0.78389
2179,2361,pop_15_op_m1_n12_251009_031407,pop_17_op_m2_n14_251009_074842,0.020657081,1.78754
3477,4237,pop_11_op_e2_n6_251024_021136,pop_2_op_e1_n1_251019_195005,0.009972306,0.21377993
2118,3247,pop_14_op_m2_n11_251009_013943,pop_9_op_m2_n8_251008_132009,0.016715588,0.62713003
