app_type,group_id,objective_bin,main_heuristic_id,main_strategy,main_objective,main_obj_rank,main_obj_percentile,main_is_good_top10pct,neighbor_rank,neighbor_heuristic_id,neighbor_strategy,neighbor_objective,ast_cosine_sim,neighbor_obj_diff,neighbor_is_better_than_main
premarshalling_astar,2,mid,pop_5_op_m1_n0_250825_144407,m1,0.68948,2614,0.562513,False,3,pop_0_op_m1_n6_250825_104303,m1,0.68948,0.9980916030534349,0.0,False
premarshalling_astar,2,mid,pop_5_op_m1_n0_250825_144407,m1,0.68948,2614,0.562513,False,4,pop_2_op_e2_n12_250825_120607,e2,0.76131,0.9979773784137674,0.07183000000000006,False
premarshalling_astar,2,mid,pop_5_op_m1_n0_250825_144407,m1,0.68948,2614,0.562513,False,5,pop_3_op_e1_n11_250825_123957,e1,0.67043,0.9974874350821409,-0.01905000000000001,True
premarshalling_astar,3,low,pop_19_op_m1_n0_251114_131836,m1,0.10826,17,0.003658,True,1,pop_19_op_m1_n10_251114_131836,m1,0.12826,0.9997601086775537,0.020000000000000018,False
premarshalling_astar,3,low,pop_19_op_m1_n0_251114_131836,m1,0.10826,17,0.003658,True,2,pop_19_op_e1_n10_251114_125527,e1,0.10826,0.9997446502564071,0.0,False
premarshalling_astar,3,low,pop_19_op_m1_n0_251114_131836,m1,0.10826,17,0.003658,True,3,pop_19_op_m2_n5_251114_134114,m2,0.09398,0.9997446502564071,-0.014280000000000001,True
premarshalling_astar,3,low,pop_19_op_m1_n0_251114_131836,m1,0.10826,17,0.003658,True,4,pop_19_op_e2_n19_251114_131104,e2,0.10826,0.9997295738205937,0.0,False
premarshalling_astar,3,low,pop_19_op_m1_n0_251114_131836,m1,0.10826,17,0.003658,True,5,pop_19_op_e2_n12_251114_131104,e2,0.10826,0.9992185242438901,0.0,False
premarshalling_astar,4,low,pop_13_op_e2_n2_250821_221005,e2,0.14275,88,0.018937,True,1,pop_12_op_e2_n13_250821_212419,e2,0.61765,0.9994242493496023,0.47490000000000004,False
premarshalling_astar,4,low,pop_13_op_e2_n2_250821_221005,e2,0.14275,88,0.018937,True,2,pop_19_op_m1_n5_250822_035734,m1,0.14275,0.9989476950980418,0.0,False
premarshalling_astar,4,low,pop_13_op_e2_n2_250821_221005,e2,0.14275,88,0.018937,True,3,pop_14_op_e1_n18_250821_224258,e1,0.14275,0.9983784504876478,0.0,False
premarshalling_astar,4,low,pop_13_op_e2_n2_250821_221005,e2,0.14275,88,0.018937,True,4,pop_19_op_e1_n19_250822_032916,e1,7.68207,0.9977005362981948,7.53932,False
premarshalling_astar,4,low,pop_13_op_e2_n2_250821_221005,e2,0.14275,88,0.018937,True,5,pop_16_op_e2_n12_250822_002000,e2,0.49689,0.9976557586096719,0.35414,False
premarshalling_astar,5,mid,pop_11_op_m2_n10_250818_191239,m2,1.17707,2929,0.630299,False,1,pop_19_op_m2_n1_250820_012236,m2,1.17707,1.0000000000000002,0.0,False
premarshalling_astar,5,mid,pop_11_op_m2_n10_250818_191239,m2,1.17707,2929,0.630299,False,2,pop_12_op_m1_n4_250818_214935,m1,1.17707,1.0000000000000002,0.0,False
premarshalling_astar,5,mid,pop_11_op_m2_n10_250818_191239,m2,1.17707,2929,0.630299,False,3,pop_12_op_m1_n1_250818_214935,m1,1.17707,1.0000000000000002,0.0,False
premarshalling_astar,5,mid,pop_11_op_m2_n10_250818_191239,m2,1.17707,2929,0.630299,False,4,pop_19_op_m2_n9_250820_012236,m2,1.17707,1.0000000000000002,0.0,False
premarshalling_astar,5,mid,pop_11_op_m2_n10_250818_191239,m2,1.17707,2929,0.630299,False,5,pop_13_op_m2_n18_250819_023104,m2,1.17707,1.0000000000000002,0.0,False
premarshalling_astar,6,mid,pop_0_op_i1_n0_250821_120940,i1,1.17207,2928,0.630084,False,1,pop_0_op_m2_n3_250821_131401,m2,8.79957,0.9989201556327166,7.6274999999999995,False
premarshalling_astar,6,mid,pop_0_op_i1_n0_250821_120940,i1,1.17207,2928,0.630084,False,2,pop_1_op_m1_n6_250821_135054,m1,0.88362,0.9986372136406065,-0.28845,True
premarshalling_astar,6,mid,pop_0_op_i1_n0_250821_120940,i1,1.17207,2928,0.630084,False,3,pop_4_op_e2_n9_250821_153039,e2,0.73193,0.9982554965178827,-0.44014,True
premarshalling_astar,6,mid,pop_0_op_i1_n0_250821_120940,i1,1.17207,2928,0.630084,False,4,pop_0_op_e2_n6_250821_124235,e2,11.1329,0.9982547499555091,9.96083,False
