i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
1179,3678,pop_5_op_m1_n1_251224_153229,pop_18_op_e1_n3_251225_073318,0.7883149,0.030580003
1230,2354,pop_6_op_e2_n17_251224_154252,pop_1_op_e2_n5_251224_194452,0.74329907,1.38303
2807,3222,pop_7_op_m1_n19_251224_213407,pop_11_op_m2_n15_251225_053606,0.8457548,0.33334
734,3034,pop_18_op_e2_n10_251224_185247,pop_0_op_i1_n18_251225_020644,0.88523793,0.87522995
755,3369,pop_18_op_m1_n13_251224_185705,pop_13_op_m2_n13_251225_061422,0.7034108,0.36583
3113,4170,pop_10_op_e2_n17_251225_050712,pop_6_op_e1_n5_251225_034519,0.6556116,1.50126
1265,1575,pop_6_op_m2_n16_251224_154925,pop_0_op_m1_n9_251224_193551,0.85792047,0.032799996
301,3644,pop_12_op_m1_n13_251224_171244,pop_17_op_m1_n8_251225_072624,0.7491342,0.028670002
1386,4314,pop_8_op_m1_n19_251224_161205,pop_8_op_e1_n7_251225_042246,0.82396466,0.017409999
281,1981,pop_12_op_e2_n13_251224_170832,pop_15_op_e2_n17_251225_002222,0.7105933,0.16792
3969,4429,pop_3_op_e2_n17_251225_025848,pop_9_op_m2_n13_251225_045729,0.6256737,1.47268
2617,3013,pop_5_op_e1_n10_251224_204312,pop_0_op_e2_n4_251225_021428,0.935967,0.02747
953,3459,pop_2_op_e1_n19_251224_141021,pop_14_op_m2_n8_251225_063404,0.89265853,0.083909996
1,3377,pop_0_op_e1_n10_251224_134701,pop_13_op_m2_n2_251225_061422,0.8668586,0.21400002
574,865,pop_16_op_e1_n5_251224_181432,pop_19_op_m2_n7_251224_191815,0.5674554,0.039440002
755,1617,pop_18_op_m1_n13_251224_185705,pop_10_op_e2_n12_251224_223125,0.7365526,0.02897
2074,4114,pop_16_op_m1_n1_251225_005059,pop_5_op_e2_n19_251225_033249,0.8120352,0.43203
786,2212,pop_18_op_m2_n5_251224_190103,pop_18_op_m1_n13_251225_013420,0.88690954,0.028270002
194,719,pop_11_op_e1_n3_251224_164829,pop_18_op_e1_n14_251224_184830,0.40866995,0.32106
2429,3724,pop_2_op_e2_n8_251224_195847,pop_18_op_m2_n13_251225_074825,0.85406095,0.0029199999
685,3908,pop_17_op_m1_n19_251224_184025,pop_2_op_e2_n5_251225_024454,0.8749702,1.15897
928,3304,pop_1_op_m2_n12_251224_140724,pop_12_op_m2_n3_251225_055507,0.8446921,0.90543
2891,3036,pop_8_op_m1_n9_251224_215632,pop_0_op_i1_n19_251225_020644,0.8649114,0.095580004
2375,4100,pop_1_op_m1_n7_251224_194832,pop_5_op_e1_n4_251225_032818,0.89854324,0.62763
2564,3310,pop_4_op_e2_n13_251224_203033,pop_12_op_m2_n9_251225_055507,0.78641427,0.009160001
1383,1629,pop_8_op_m1_n16_251224_161205,pop_10_op_e2_n6_251224_223125,0.8375535,1.46232
3339,4300,pop_13_op_e2_n2_251225_060450,pop_8_op_e1_n0_251225_042246,0.8079481,0.47741
1826,3915,pop_13_op_e2_n0_251224_233730,pop_2_op_m1_n11_251225_024720,0.8279426,0.56525004
1448,3227,pop_9_op_e2_n8_251224_162247,pop_11_op_m2_n1_251225_053606,0.71480364,0.7547
4014,4025,pop_3_op_m2_n7_251225_030636,pop_4_op_e1_n3_251225_031040,0.8420297,0.75259
491,1646,pop_15_op_e1_n15_251224_175346,pop_10_op_m1_n4_251224_223726,0.75786483,1.38675
339,2920,pop_13_op_e1_n11_251224_172042,pop_9_op_e1_n1_251224_220604,0.7793387,1.2254801
2087,4442,pop_16_op_m2_n13_251225_005606,pop_9_op_m2_n7_251225_045729,0.85881317,0.4767
2381,3536,pop_1_op_m2_n12_251224_195142,pop_15_op_m2_n9_251225_065356,0.85279375,0.026870001
842,4186,pop_19_op_m1_n4_251224_191406,pop_6_op_e2_n3_251225_034959,0.74822044,0.1807
1548,2057,pop_0_op_i1_n5_251224_192433,pop_16_op_e2_n1_251225_004450,0.9288752,0.71376
577,3985,pop_16_op_e1_n8_251224_181432,pop_3_op_m1_n16_251225_030303,0.8404667,0.28343
3051,4172,pop_0_op_i1_n8_251225_020644,pop_6_op_e1_n7_251225_034519,0.8618793,0.18481994
2114,2766,pop_17_op_e1_n3_251225_010046,pop_7_op_e1_n12_251224_212213,0.7833955,0.03914
1467,3131,pop_9_op_m2_n10_251224_162951,pop_10_op_m1_n19_251225_051224,0.8459471,0.84545
1008,2323,pop_2_op_m2_n17_251224_142037,pop_1_op_e1_n0_251224_194128,0.8449932,0.59181
1408,2509,pop_8_op_m2_n4_251224_161520,pop_3_op_m1_n16_251224_201815,0.7679498,0.48073
2383,2977,pop_1_op_m2_n15_251224_195142,pop_9_op_m2_n3_251224_222110,0.6799285,0.27608
4179,4278,pop_6_op_e2_n14_251225_034959,pop_7_op_m1_n8_251225_041334,0.572603,0.42902
66,1943,pop_0_op_i1_n9_251224_134528,pop_14_op_m2_n13_251225_001033,0.85893357,0.0076400023
714,911,pop_18_op_e1_n0_251224_184830,pop_1_op_m1_n15_251224_140446,0.7574921,0.00090000033
2220,3701,pop_18_op_m1_n4_251225_013420,pop_18_op_e2_n9_251225_073846,0.8001966,0.28524
1508,2799,pop_0_op_e2_n13_251224_193258,pop_7_op_m1_n11_251224_213407,0.87752306,1.49019
2772,3112,pop_7_op_e1_n19_251224_212213,pop_10_op_e2_n16_251225_050712,0.80571294,0.29540002
432,1602,pop_14_op_e2_n12_251224_174130,pop_10_op_e1_n16_251224_222545,0.84633803,0.0051299985
1388,2927,pop_8_op_m1_n2_251224_161205,pop_9_op_e1_n9_251224_220604,0.85790443,0.004830003
472,3413,pop_14_op_m2_n14_251224_174931,pop_14_op_e2_n2_251225_062408,0.78722703,0.27025
1476,3699,pop_9_op_m2_n19_251224_162951,pop_18_op_e2_n7_251225_073846,0.8275764,0.55316997
1934,3079,pop_14_op_m1_n5_251225_000514,pop_0_op_m2_n18_251225_022052,0.881214,0.028979998
2094,3577,pop_16_op_m2_n1_251225_005606,pop_16_op_m1_n12_251225_070858,0.75829244,1.48003
3172,3741,pop_11_op_e1_n2_251225_052112,pop_19_op_e1_n13_251225_075247,0.7271753,0.69454
1722,2828,pop_11_op_m2_n0_251224_230524,pop_7_op_m2_n1_251224_213900,0.17572525,0.01872
1460,3991,pop_9_op_m1_n3_251224_162633,pop_3_op_m1_n3_251225_030303,0.821312,0.009359999
1281,1903,pop_7_op_e1_n12_251224_155243,pop_14_op_e2_n10_251224_235922,0.77696574,0.86267
1064,4288,pop_3_op_m1_n17_251224_143102,pop_7_op_m2_n17_251225_041803,0.89226806,0.10997
3033,4276,pop_0_op_i1_n17_251225_020904,pop_7_op_m1_n6_251225_041334,0.749538,0.04467
158,2830,pop_10_op_m1_n6_251224_164130,pop_7_op_m2_n3_251224_213900,0.76891685,0.01751
621,3135,pop_16_op_m2_n13_251224_182728,pop_10_op_m1_n4_251225_051224,0.8044301,0.83379
2182,3701,pop_18_op_e1_n14_251225_012310,pop_18_op_e2_n9_251225_073846,0.81465995,0.28533998
5,888,pop_0_op_e1_n14_251224_134701,pop_1_op_e2_n10_251224_140121,0.8082641,0.019919999
2818,3577,pop_7_op_m2_n10_251224_213900,pop_16_op_m1_n12_251225_070858,0.7618193,1.46665
32,103,pop_0_op_e2_n5_251224_134950,pop_0_op_m2_n7_251224_135519,0.84810084,0.030789997
1417,3541,pop_9_op_e1_n13_251224_161900,pop_16_op_e1_n13_251225_065826,0.81714344,0.061069995
3068,3497,pop_0_op_m1_n7_251225_021752,pop_15_op_e2_n7_251225_064411,0.83043116,0.016699998
3468,3612,pop_15_op_e1_n16_251225_063845,pop_17_op_e1_n17_251225_071627,0.7172401,0.68276
1834,2955,pop_13_op_e2_n17_251224_233730,pop_9_op_m1_n1_251224_221631,0.48557997,0.13201001
2096,3594,pop_16_op_m2_n3_251225_005606,pop_16_op_m2_n15_251225_071226,0.8282239,0.0018099993
3134,3731,pop_10_op_m1_n3_251225_051224,pop_18_op_m2_n3_251225_074825,0.4473469,0.73388
1231,1989,pop_6_op_e2_n18_251224_154252,pop_15_op_e2_n6_251225_002222,0.7824096,0.00020000339
769,3470,pop_18_op_m1_n8_251224_185705,pop_15_op_e1_n18_251225_063845,0.8110374,0.74483997
2469,2930,pop_3_op_e1_n11_251224_200916,pop_9_op_e2_n11_251224_221118,0.8633464,0.59392995
61,2039,pop_0_op_i1_n7_251224_134318,pop_16_op_e1_n16_251225_003913,0.9045743,1.10735
2247,3970,pop_19_op_e1_n11_251225_014412,pop_3_op_e2_n18_251225_025848,0.8528535,0.09538007
1725,2528,pop_11_op_m2_n12_251224_230524,pop_3_op_m2_n15_251224_202201,0.7210613,0.09337
165,3378,pop_10_op_m2_n12_251224_164454,pop_13_op_m2_n3_251225_061422,0.8264807,0.09227
621,3271,pop_16_op_m2_n13_251224_182728,pop_12_op_e2_n9_251225_054527,0.760423,0.84466
1091,2101,pop_3_op_m2_n6_251224_143354,pop_16_op_m2_n8_251225_005606,0.7514186,0.0015100017
509,4319,pop_15_op_e2_n15_251224_175832,pop_8_op_e2_n13_251225_042810,0.87039924,0.029179998
1954,3539,pop_14_op_m2_n5_251225_001033,pop_16_op_e1_n11_251225_065826,0.8112611,0.023850001
2971,3927,pop_9_op_m2_n16_251224_222110,pop_2_op_m1_n4_251225_024720,0.85864735,0.013280001
417,2908,pop_14_op_e1_n13_251224_173716,pop_8_op_m2_n7_251224_220122,0.797548,0.0021100007
2094,2151,pop_16_op_m2_n1_251225_005606,pop_17_op_m1_n4_251225_011255,0.20163323,0.58376
3800,4231,pop_19_op_m2_n15_251225_080724,pop_7_op_e1_n10_251225_040312,0.43721017,0.0027200002
2512,3612,pop_3_op_m1_n19_251224_201815,pop_17_op_e1_n17_251225_071627,0.9160071,0.19217001
352,2018,pop_13_op_e1_n7_251224_172042,pop_15_op_m2_n15_251225_003358,0.8223706,0.69061
312,3400,pop_12_op_m1_n5_251224_171244,pop_14_op_e1_n9_251225_061852,0.7881379,0.29228002
1254,2554,pop_6_op_m1_n5_251224_154608,pop_4_op_e1_n3_251224_202609,0.7714471,1.2500299
2543,2821,pop_4_op_e1_n10_251224_202609,pop_7_op_m2_n13_251224_213900,0.5486229,0.85712004
2513,2853,pop_3_op_m1_n1_251224_201815,pop_8_op_e1_n7_251224_214409,0.65872884,1.47882
2460,4108,pop_2_op_m2_n3_251224_200551,pop_5_op_e2_n12_251225_033249,0.8693128,0.49563
402,412,pop_13_op_m2_n18_251224_173322,pop_13_op_m2_n9_251224_173322,0.6687174,0.24348998
1761,2485,pop_12_op_e2_n17_251224_231546,pop_3_op_e2_n10_251224_201332,0.5692037,1.4999499
1209,3533,pop_6_op_e1_n13_251224_153915,pop_15_op_m2_n6_251225_065356,0.77054214,0.35255
1351,4267,pop_8_op_e1_n16_251224_160509,pop_7_op_m1_n14_251225_041334,0.8895487,0.0978
738,2679,pop_18_op_e2_n15_251224_185247,pop_5_op_m2_n19_251224_205730,0.7807791,0.011070002
136,980,pop_10_op_e2_n2_251224_163729,pop_2_op_e2_n7_251224_141407,0.8627865,0.87011003
1323,1544,pop_7_op_m1_n16_251224_155944,pop_0_op_i1_n3_251224_192433,0.907656,1.48425
469,1941,pop_14_op_m2_n11_251224_174931,pop_14_op_m2_n11_251225_001033,0.78438187,0.82714
2860,4368,pop_8_op_e2_n15_251224_214932,pop_8_op_m2_n6_251225_043752,0.8183141,0.46031
953,2332,pop_2_op_e1_n19_251224_141021,pop_1_op_e1_n1_251224_194128,0.9096882,1.17678
1229,2478,pop_6_op_e2_n16_251224_154252,pop_3_op_e1_n2_251224_200916,0.7588364,0.15504
1815,4032,pop_13_op_e1_n15_251224_233156,pop_4_op_e2_n10_251225_031500,0.7952927,1.45558
1925,4412,pop_14_op_m1_n15_251225_000514,pop_9_op_m1_n16_251225_045306,0.89268523,0.001819998
1383,3793,pop_8_op_m1_n16_251224_161205,pop_19_op_m1_n9_251225_080316,0.7873294,0.46051002
154,1668,pop_10_op_m1_n2_251224_164130,pop_10_op_m2_n6_251224_224258,0.8503099,0.00091000274
1039,3556,pop_3_op_e2_n12_251224_142734,pop_16_op_e2_n0_251225_070340,0.79956955,0.46533
2348,3652,pop_1_op_e2_n18_251224_194452,pop_17_op_m2_n15_251225_072844,0.85035515,0.10937
259,752,pop_11_op_m2_n9_251224_170039,pop_18_op_m1_n10_251224_185705,0.5745663,0.0024099946
3066,3803,pop_0_op_m1_n3_251225_021752,pop_19_op_m2_n18_251225_080724,0.88379467,0.028270002
1250,3314,pop_6_op_m1_n1_251224_154608,pop_13_op_e1_n14_251225_055930,0.82984537,0.007849999
1110,4078,pop_4_op_e1_n9_251224_143708,pop_4_op_m2_n18_251225_032359,0.82810503,0.08985
1305,2475,pop_7_op_e2_n17_251224_155616,pop_3_op_e1_n18_251224_200916,0.8432657,0.08915
1930,2505,pop_14_op_m1_n1_251225_000514,pop_3_op_m1_n12_251224_201815,0.77966565,0.08330999
777,2942,pop_18_op_m2_n15_251224_190103,pop_9_op_e2_n7_251224_221118,0.792769,0.81145
40,561,pop_0_op_i1_n11_251224_134318,pop_16_op_e1_n11_251224_181432,0.7227535,0.27567995
2476,3191,pop_3_op_e1_n19_251224_200916,pop_11_op_e2_n2_251225_052631,0.8104799,0.25495002
2244,2735,pop_18_op_m2_n9_251225_013900,pop_6_op_m1_n2_251224_211232,0.43844846,1.49392
3172,3484,pop_11_op_e1_n2_251225_052112,pop_15_op_e2_n13_251225_064411,0.65137786,0.69092
1677,4427,pop_11_op_e1_n14_251224_224831,pop_9_op_m2_n11_251225_045729,0.82277507,1.46796
2291,2952,pop_19_op_m1_n17_251225_015609,pop_9_op_m1_n17_251224_221631,0.5604418,0.37076
1818,4363,pop_13_op_e1_n19_251224_233156,pop_8_op_m2_n1_251225_043752,0.8559522,0.51343
1002,1806,pop_2_op_m2_n11_251224_142037,pop_12_op_m2_n6_251224_232635,0.8150683,0.0052299984
1857,2901,pop_13_op_m1_n2_251224_234324,pop_8_op_m2_n18_251224_220122,0.6404998,0.14488
588,3618,pop_16_op_e2_n19_251224_181906,pop_17_op_e1_n5_251225_071627,0.7921255,0.7544
291,1427,pop_12_op_e2_n4_251224_170832,pop_9_op_e1_n5_251224_161900,0.7155136,1.35194
742,4254,pop_18_op_e2_n1_251224_185247,pop_7_op_e2_n1_251225_040818,0.8428113,0.0108699985
577,1485,pop_16_op_e1_n8_251224_181432,pop_0_op_e1_n0_251224_192810,0.7278853,0.30526
100,2915,pop_0_op_m2_n4_251224_135519,pop_9_op_e1_n15_251224_220604,0.83273304,1.33665
471,2285,pop_14_op_m2_n13_251224_174931,pop_19_op_m1_n11_251225_015609,0.82603866,0.00030000042
400,3597,pop_13_op_m2_n16_251224_173322,pop_16_op_m2_n2_251225_071226,0.6955788,0.86386997
2429,3429,pop_2_op_e2_n8_251224_195847,pop_14_op_m1_n17_251225_062936,0.8298433,0.02908
3098,3210,pop_10_op_e1_n18_251225_050159,pop_11_op_m1_n4_251225_053143,0.48214456,0.0036300002
3097,3974,pop_10_op_e1_n17_251225_050159,pop_3_op_e2_n3_251225_025848,0.8309654,0.002319999
2053,3687,pop_16_op_e2_n15_251225_004450,pop_18_op_e2_n11_251225_073846,0.84201556,1.47611
3187,3208,pop_11_op_e2_n17_251225_052631,pop_11_op_m1_n19_251225_053143,0.19100909,0.9701201
716,722,pop_18_op_e1_n11_251224_184830,pop_18_op_e1_n17_251224_184830,0.74362063,0.002919998
753,4003,pop_18_op_m1_n11_251224_185705,pop_3_op_m2_n14_251225_030636,0.8129487,1.34208
2208,2227,pop_18_op_e2_n9_251225_012910,pop_18_op_m2_n11_251225_013900,0.5391462,0.08793001
2928,4169,pop_9_op_e2_n0_251224_221118,pop_6_op_e1_n4_251225_034519,0.81093854,1.15605
677,2965,pop_17_op_m1_n11_251224_184025,pop_9_op_m2_n10_251224_222110,0.8183078,1.25697
2210,3496,pop_18_op_m1_n11_251225_013420,pop_15_op_e2_n6_251225_064411,0.7939519,1.49401
459,3095,pop_14_op_m1_n2_251224_174534,pop_10_op_e1_n15_251225_050159,0.7813686,0.0022200346
770,2203,pop_18_op_m1_n9_251224_185705,pop_18_op_e2_n4_251225_012910,0.78703624,0.81749
666,1983,pop_17_op_e2_n19_251224_183600,pop_15_op_e2_n19_251225_002222,0.7822127,0.52893
738,2404,pop_18_op_e2_n15_251224_185247,pop_2_op_e1_n18_251224_195501,0.8117559,1.47409
1693,2818,pop_11_op_e2_n15_251224_225528,pop_7_op_m2_n10_251224_213900,0.6130541,0.69363004
513,1061,pop_15_op_e2_n19_251224_175832,pop_3_op_m1_n14_251224_143102,0.70651335,0.09227
1340,3861,pop_7_op_m2_n3_251224_160301,pop_1_op_m1_n2_251225_023309,0.8830881,0.09166
1348,3039,pop_8_op_e1_n12_251224_160509,pop_0_op_i1_n1_251225_020904,0.9221127,1.48234
2801,2935,pop_7_op_m1_n13_251224_213407,pop_9_op_e2_n17_251224_221118,0.6855961,1.47218
2698,3340,pop_6_op_e1_n19_251224_210210,pop_13_op_e2_n3_251225_060450,0.83320314,1.48103
160,1608,pop_10_op_m1_n8_251224_164130,pop_10_op_e1_n3_251224_222545,0.82103187,0.02002
3844,4265,pop_1_op_e2_n5_251225_022841,pop_7_op_m1_n12_251225_041334,0.866851,0.35074002
389,4313,pop_13_op_m1_n6_251224_172917,pop_8_op_e1_n6_251225_042246,0.7955457,0.82795
1522,4261,pop_0_op_i1_n0_251224_192233,pop_7_op_e2_n8_251225_040818,0.85742784,0.92967004
524,620,pop_15_op_m1_n12_251224_180306,pop_16_op_m2_n12_251224_182728,0.5659306,0.33936998
1506,1745,pop_0_op_e2_n11_251224_193258,pop_12_op_e1_n17_251224_231034,0.8693895,0.05272
1033,4275,pop_3_op_e1_n7_251224_142355,pop_7_op_m1_n5_251225_041334,0.8046794,0.080290005
1628,2003,pop_10_op_e2_n5_251224_223125,pop_15_op_m1_n1_251225_002824,0.5385597,0.86467
4038,4333,pop_4_op_e2_n16_251225_031500,pop_8_op_e2_n9_251225_042810,0.8196398,0.002419997
2200,3392,pop_18_op_e2_n1_251225_012910,pop_14_op_e1_n18_251225_061852,0.81517,0.11832
3110,3427,pop_10_op_e2_n13_251225_050712,pop_14_op_m1_n15_251225_062936,0.71290994,1.25807
1875,2033,pop_13_op_m2_n19_251224_234834,pop_16_op_e1_n10_251225_003913,0.78345484,1.4087901
1181,4163,pop_5_op_m1_n3_251224_153229,pop_6_op_e1_n13_251225_034519,0.8272173,0.61726
3396,4089,pop_14_op_e1_n3_251225_061852,pop_5_op_e1_n10_251225_032818,0.7760827,0.76044
3585,4307,pop_16_op_m1_n7_251225_070858,pop_8_op_e1_n17_251225_042246,0.68162304,1.19278
1171,3620,pop_5_op_m1_n11_251224_153229,pop_17_op_e1_n9_251225_071627,0.8791245,0.008560002
2896,3461,pop_8_op_m2_n13_251224_220122,pop_15_op_e1_n0_251225_063845,0.7792377,0.39733002
423,1160,pop_14_op_e1_n19_251224_173716,pop_5_op_e1_n18_251224_152859,0.82339793,0.02174
1264,3186,pop_6_op_m2_n15_251224_154925,pop_11_op_e2_n16_251225_052631,0.7512242,0.0024100002
3417,3507,pop_14_op_e2_n6_251225_062408,pop_15_op_m1_n16_251225_064917,0.6939843,0.6067
1452,1997,pop_9_op_m1_n12_251224_162633,pop_15_op_m1_n14_251225_002824,0.8304379,0.17024
766,3275,pop_18_op_m1_n5_251224_185705,pop_12_op_m1_n12_251225_055047,0.7869605,0.61937
1210,4210,pop_6_op_e1_n14_251224_153915,pop_6_op_m2_n0_251225_035854,0.85730934,0.02948
352,2170,pop_13_op_e1_n7_251224_172042,pop_17_op_m2_n3_251225_011805,0.83809483,0.69453996
428,3825,pop_14_op_e1_n8_251224_173716,pop_1_op_e1_n5_251225_022428,0.83701104,0.65731
1263,1987,pop_6_op_m2_n14_251224_154925,pop_15_op_e2_n4_251225_002222,0.768794,1.47269
1597,4012,pop_10_op_e1_n11_251224_222545,pop_3_op_m2_n5_251225_030636,0.9034451,0.35969
567,1525,pop_16_op_e1_n17_251224_181432,pop_0_op_i1_n11_251224_192233,0.87287205,1.4922999
1659,2025,pop_10_op_m2_n16_251224_224258,pop_15_op_m2_n3_251225_003358,0.62162995,0.016300002
1945,3129,pop_14_op_m2_n15_251225_001033,pop_10_op_m1_n17_251225_051224,0.87249553,0.0056299977
899,1323,pop_1_op_e2_n4_251224_140121,pop_7_op_m1_n16_251224_155944,0.8367661,0.00986
3207,3619,pop_11_op_m1_n18_251225_053143,pop_17_op_e1_n8_251225_071627,0.72743565,0.63145995
1359,1449,pop_8_op_e2_n0_251224_160837,pop_9_op_e2_n9_251224_162247,0.8116563,1.37247
1962,3594,pop_15_op_e1_n13_251225_001559,pop_16_op_m2_n15_251225_071226,0.852671,0.328
2574,3825,pop_4_op_e2_n7_251224_203033,pop_1_op_e1_n5_251225_022428,0.8412146,0.007939935
1943,2431,pop_14_op_m2_n13_251225_001033,pop_2_op_m1_n10_251224_200232,0.8299611,0.009050002
46,785,pop_0_op_i1_n14_251224_134318,pop_18_op_m2_n4_251224_190103,0.8605785,0.57167995
2,2058,pop_0_op_e1_n11_251224_134701,pop_16_op_e2_n2_251225_004450,0.8596468,1.47278
1938,3807,pop_14_op_m1_n9_251225_000514,pop_19_op_m2_n3_251225_080724,0.78321415,0.009460002
86,2882,pop_0_op_m2_n0_251224_135519,pop_8_op_m1_n18_251224_215632,0.7860126,0.07546
3371,4190,pop_13_op_m2_n15_251225_061422,pop_6_op_e2_n9_251225_034959,0.5625119,1.50568
581,2190,pop_16_op_e2_n12_251224_181906,pop_18_op_e1_n5_251225_012310,0.79184264,1.3231701
2412,3198,pop_2_op_e1_n9_251224_195501,pop_11_op_m1_n0_251225_053143,0.81738555,0.34149003
1284,2948,pop_7_op_e1_n15_251224_155243,pop_9_op_m1_n13_251224_221631,0.79106355,0.016999997
1920,2002,pop_14_op_m1_n10_251225_000514,pop_15_op_m1_n19_251225_002824,0.38545325,1.48787
1372,1967,pop_8_op_e2_n5_251224_160837,pop_15_op_e1_n18_251225_001559,0.8065235,0.11621
1388,2788,pop_8_op_m1_n2_251224_161205,pop_7_op_e2_n19_251224_212721,0.8304093,0.05514
81,623,pop_0_op_m1_n5_251224_135244,pop_16_op_m2_n15_251224_182728,0.7395962,0.11892
328,2596,pop_12_op_m2_n1_251224_171641,pop_4_op_m2_n0_251224_203859,0.73849726,0.03995
420,2322,pop_14_op_e1_n16_251224_173716,pop_19_op_m2_n9_251225_020114,0.7615513,1.2163199
997,2888,pop_2_op_m1_n7_251224_141740,pop_8_op_m1_n6_251224_215632,0.76210046,1.4755
1453,2794,pop_9_op_m1_n13_251224_162633,pop_7_op_e2_n6_251224_212721,0.9068371,1.48425
375,402,pop_13_op_m1_n11_251224_172917,pop_13_op_m2_n18_251224_173322,0.62171626,0.64211
220,3367,pop_11_op_m1_n0_251224_165649,pop_13_op_m2_n11_251225_061422,0.8656948,0.12175
563,1848,pop_16_op_e1_n13_251224_181432,pop_13_op_m1_n11_251224_234324,0.8408673,0.13925
1676,3497,pop_11_op_e1_n13_251224_224831,pop_15_op_e2_n7_251225_064411,0.8096276,1.48868
184,726,pop_11_op_e1_n12_251224_164829,pop_18_op_e1_n3_251224_184830,0.74868786,0.08511999
797,1028,pop_19_op_e1_n16_251224_190503,pop_3_op_e1_n1_251224_142355,0.89478576,0.06782
1342,2195,pop_7_op_m2_n5_251224_160301,pop_18_op_e2_n11_251225_012910,0.7836429,0.031489998
836,1294,pop_19_op_m1_n16_251224_191406,pop_7_op_e1_n7_251224_155243,0.8633785,0.074159995
