app_type,group_id,objective_bin,main_heuristic_id,main_strategy,main_objective,main_obj_rank,main_obj_percentile,main_is_good_top10pct,neighbor_rank,neighbor_heuristic_id,neighbor_strategy,neighbor_objective,ast_cosine_sim,neighbor_obj_diff,neighbor_is_better_than_main,cb_d_sim,codebleu_score,cb_d_perf
cvrp_lns,9,mid,pop_5_op_e1_n11_251226_064644,e1,3808717.5,1031,0.662171,False,3,pop_11_op_e2_n4_251227_033505,e2,3677310.3,0.9987053956227312,-131407.2000000002,True,0.6697284516054582,0.33027154839454176,131407.2000000002
cvrp_lns,9,mid,pop_5_op_e1_n11_251226_064644,e1,3808717.5,1031,0.662171,False,4,pop_19_op_e2_n10_251228_065631,e2,3491023.3,0.99869752105557,-317694.2000000002,True,0.6326351536032366,0.36736484639676337,317694.2000000002
cvrp_lns,9,mid,pop_5_op_e1_n11_251226_064644,e1,3808717.5,1031,0.662171,False,5,pop_1_op_e1_n12_251225_183903,e1,3636743.0,0.9986652865202345,-171974.5,True,0.6703363249638392,0.3296636750361608,171974.5
cvrp_lns,10,high,pop_1_op_m1_n0_251225_200231,m1,3944961.7,1404,0.901734,False,1,pop_1_op_e1_n11_251225_183903,e1,3937780.7,0.9982913770378136,-7181.0,True,0.6339036567131819,0.36609634328681806,7181.0
cvrp_lns,10,high,pop_1_op_m1_n0_251225_200231,m1,3944961.7,1404,0.901734,False,2,pop_0_op_e2_n1_251225_162047,e2,3727338.2,0.9981714938666728,-217623.5,True,0.5970790694026629,0.40292093059733713,217623.5
cvrp_lns,10,high,pop_1_op_m1_n0_251225_200231,m1,3944961.7,1404,0.901734,False,3,pop_2_op_e2_n6_251225_221616,e2,3804181.2,0.9980967415020026,-140780.5,True,0.6096290303806102,0.3903709696193898,140780.5
cvrp_lns,10,high,pop_1_op_m1_n0_251225_200231,m1,3944961.7,1404,0.901734,False,4,pop_7_op_e2_n3_251226_140215,e2,3823194.6,0.997786390127144,-121767.1000000001,True,0.602303955497039,0.39769604450296103,121767.1000000001
cvrp_lns,10,high,pop_1_op_m1_n0_251225_200231,m1,3944961.7,1404,0.901734,False,5,pop_6_op_e2_n0_251226_105034,e2,3977110.3,0.9977678405907734,32148.599999999627,False,0.6247568625601124,0.3752431374398876,32148.599999999627
premarshalling_astar,1,low,pop_13_op_m2_n18_250821_223431,m2,0.33863,1139,0.245104,False,1,pop_14_op_m2_n15_250821_231254,m2,0.88488,1.0,0.54625,False,0.02318509310877781,0.9768149068912222,0.54625
premarshalling_astar,1,low,pop_13_op_m2_n18_250821_223431,m2,0.33863,1139,0.245104,False,2,pop_19_op_m2_n14_250822_040805,m2,0.25855,1.0,-0.0800799999999999,True,0.044133358653436705,0.9558666413465633,0.08007999999999998
premarshalling_astar,1,low,pop_13_op_m2_n18_250821_223431,m2,0.33863,1139,0.245104,False,3,pop_8_op_m1_n2_250821_183518,m1,0.10648,1.0,-0.2321499999999999,True,0.044133358653436705,0.9558666413465633,0.23214999999999997
premarshalling_astar,1,low,pop_13_op_m2_n18_250821_223431,m2,0.33863,1139,0.245104,False,4,pop_16_op_m2_n19_250822_004123,m2,0.22244,1.0,-0.1161899999999999,True,0.02318509310877781,0.9768149068912222,0.11618999999999999
premarshalling_astar,1,low,pop_13_op_m2_n18_250821_223431,m2,0.33863,1139,0.245104,False,5,pop_8_op_m2_n13_250821_184440,m2,0.22244,1.0,-0.1161899999999999,True,0.02318509310877781,0.9768149068912222,0.11618999999999999
premarshalling_astar,2,mid,pop_5_op_m1_n0_250825_144407,m1,0.68948,2614,0.562513,False,1,pop_2_op_e2_n15_250825_120607,e2,0.68948,0.9999999999999998,0.0,False,0.0,1.0,0.0
premarshalling_astar,2,mid,pop_5_op_m1_n0_250825_144407,m1,0.68948,2614,0.562513,False,2,pop_6_op_m1_n14_250825_151929,m1,0.68948,0.9999999999999998,0.0,False,0.0,1.0,0.0
premarshalling_astar,2,mid,pop_5_op_m1_n0_250825_144407,m1,0.68948,2614,0.562513,False,3,pop_0_op_m1_n6_250825_104303,m1,0.68948,0.9980916030534348,0.0,False,0.23746279067794163,0.7625372093220584,0.0
premarshalling_astar,2,mid,pop_5_op_m1_n0_250825_144407,m1,0.68948,2614,0.562513,False,4,pop_2_op_e2_n12_250825_120607,e2,0.76131,0.9979773784137674,0.07183,False,0.38140309186549015,0.6185969081345098,0.07183000000000006
