i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
754,1336,pop_18_op_e2_n17_251228_033156,pop_7_op_e1_n2_251226_131453,0.59731543,89206.5
413,1288,pop_13_op_m2_n18_251227_121005,pop_6_op_e2_n8_251226_105034,0.5738636,301325.5
430,824,pop_14_op_e1_n15_251227_125901,pop_19_op_e2_n14_251228_065631,0.6137566,271760.0
983,1128,pop_2_op_e2_n5_251225_221616,pop_4_op_e2_n17_251226_042834,0.6503497,86568.0
257,1062,pop_11_op_m2_n19_251227_051511,pop_3_op_e2_n9_251226_012408,0.75,79437.25
264,1180,pop_11_op_m2_n7_251227_051511,pop_5_op_e1_n13_251226_064644,0.61494255,378923.5
1090,1460,pop_3_op_m2_n16_251226_025640,pop_8_op_m1_n9_251226_182024,0.6979866,435897.0
443,551,pop_14_op_e1_n9_251227_125901,pop_15_op_m1_n4_251227_180037,0.56216216,479705.75
105,1276,pop_0_op_m2_n5_251225_175347,pop_6_op_e2_n15_251226_105034,0.77832514,67610.5
485,1511,pop_14_op_m2_n13_251227_152817,pop_9_op_e2_n2_251226_205529,0.6666667,442559.75
98,693,pop_0_op_m2_n17_251225_175347,pop_17_op_m1_n13_251228_005726,0.67788464,88902.25
1390,1551,pop_7_op_m2_n17_251226_154343,pop_9_op_m2_n4_251226_223416,0.33050847,179095.25
916,1055,pop_1_op_m1_n13_251225_200231,pop_3_op_e2_n2_251226_012408,0.725,222633.75
334,1211,pop_12_op_m2_n17_251227_083811,pop_5_op_e2_n8_251226_073535,0.52666664,215937.0
0,1183,pop_0_op_e1_n0_251225_153652,pop_5_op_e1_n16_251226_064644,0.8146552,92595.5
201,303,pop_11_op_e1_n3_251227_024432,pop_12_op_e2_n7_251227_065610,0.56804734,294982.75
264,566,pop_11_op_m2_n7_251227_051511,pop_15_op_m2_n18_251227_185242,0.5923913,139284.0
726,1441,pop_17_op_m2_n9_251228_014656,pop_8_op_m1_n0_251226_182024,0.53107345,281212.5
275,775,pop_12_op_e1_n17_251227_060501,pop_18_op_m1_n2_251228_041951,0.60679615,403156.0
68,252,pop_0_op_i1_n8_251225_145628,pop_11_op_m2_n14_251227_051511,0.6875,307111.25
851,1304,pop_19_op_m1_n4_251228_074716,pop_6_op_m1_n6_251226_113847,0.5898876,13572.25
240,1369,pop_11_op_m1_n3_251227_042439,pop_7_op_m1_n16_251226_145231,0.6938776,27752.0
325,1157,pop_12_op_m1_n9_251227_074705,pop_4_op_m1_n9_251226_051356,0.45255473,234767.0
1012,1063,pop_2_op_m2_n14_251225_235254,pop_3_op_m1_n0_251226_020829,0.6959459,20737.0
832,1436,pop_19_op_e2_n4_251228_065631,pop_8_op_e2_n5_251226_172614,0.6388889,24834.0
898,1159,pop_1_op_e2_n10_251225_192420,pop_4_op_m2_n10_251226_055944,0.70285714,275447.75
484,570,pop_14_op_m2_n12_251227_152817,pop_15_op_m2_n3_251227_185242,0.5337423,36315.25
1169,1506,pop_4_op_m2_n1_251226_055944,pop_9_op_e2_n16_251226_205529,0.50617284,324861.25
639,1371,pop_16_op_m2_n14_251227_221945,pop_7_op_m1_n18_251226_145231,0.5543478,18991.25
507,1130,pop_15_op_e1_n15_251227_162003,pop_4_op_e2_n19_251226_042834,0.7037037,304168.75
1406,1409,pop_8_op_e1_n13_251226_163555,pop_8_op_e1_n16_251226_163555,0.5925926,315205.75
172,576,pop_10_op_m2_n13_251227_015504,pop_15_op_m2_n9_251227_185242,0.5123457,24427.75
118,1023,pop_10_op_e1_n17_251226_232328,pop_2_op_m2_n6_251225_235254,0.6962617,7223.75
731,1556,pop_18_op_e1_n13_251228_023855,pop_9_op_m2_n9_251226_223416,0.6818182,327047.75
834,1238,pop_19_op_e2_n6_251228_065631,pop_5_op_m2_n15_251226_091303,0.7202381,166631.75
295,1466,pop_12_op_e2_n17_251227_065610,pop_8_op_m2_n14_251226_191044,0.53846157,111827.5
542,720,pop_15_op_m1_n14_251227_180037,pop_17_op_m2_n3_251228_014656,0.7222222,148637.0
202,1395,pop_11_op_e1_n4_251227_024432,pop_7_op_m2_n3_251226_154343,0.62765956,193067.0
1068,1461,pop_3_op_m1_n14_251226_020829,pop_8_op_m2_n0_251226_191044,0.6597222,149846.25
740,968,pop_18_op_e1_n4_251228_023855,pop_2_op_e1_n9_251225_213311,0.68303573,48578.0
514,1097,pop_15_op_e1_n4_251227_162003,pop_3_op_m2_n4_251226_025640,0.7365854,253496.5
353,813,pop_13_op_e1_n17_251227_092959,pop_19_op_e1_n3_251228_060424,0.68846154,432670.0
493,878,pop_14_op_m2_n2_251227_152817,pop_1_op_e1_n10_251225_183903,0.68393785,515772.75
834,1042,pop_19_op_e2_n6_251228_065631,pop_3_op_e1_n7_251226_003906,0.7172996,26585.5
1464,1498,pop_8_op_m2_n12_251226_191044,pop_9_op_e1_n8_251226_200158,0.5064935,491576.75
23,680,pop_0_op_e2_n15_251225_162047,pop_17_op_e2_n19_251228_000153,0.7192118,381072.0
250,319,pop_11_op_m2_n12_251227_051511,pop_12_op_m1_n3_251227_074705,0.47234043,66157.0
777,1296,pop_18_op_m1_n4_251228_041951,pop_6_op_m1_n16_251226_113847,0.62780267,303856.25
528,980,pop_15_op_e2_n18_251227_171036,pop_2_op_e2_n2_251225_221616,0.6403941,18119.0
971,1090,pop_2_op_e2_n11_251225_221616,pop_3_op_m2_n16_251226_025640,0.74429226,224356.0
151,561,pop_10_op_m1_n11_251227_010748,pop_15_op_m2_n13_251227_185242,0.70408165,72674.5
486,1025,pop_14_op_m2_n14_251227_152817,pop_2_op_m2_n8_251225_235254,0.6551724,130599.5
165,1195,pop_10_op_m1_n7_251227_010748,pop_5_op_e2_n10_251226_073535,0.5868263,251298.0
517,1295,pop_15_op_e1_n7_251227_162003,pop_6_op_m1_n15_251226_113847,0.5706215,463408.25
677,1078,pop_17_op_e2_n16_251228_000153,pop_3_op_m1_n5_251226_020829,0.7,64225.0
733,1253,pop_18_op_e1_n15_251228_023855,pop_6_op_e1_n11_251226_100202,0.6810345,243420.5
1111,1310,pop_4_op_e1_n18_251226_034419,pop_6_op_m2_n11_251226_122703,0.69186044,120333.75
603,990,pop_16_op_e2_n18_251227_203430,pop_2_op_m1_n11_251225_230458,0.72159094,17395.0
511,1398,pop_15_op_e1_n19_251227_162003,pop_7_op_m2_n6_251226_154343,0.63684213,154159.75
448,666,pop_14_op_e2_n14_251227_135021,pop_17_op_e1_n6_251227_231256,0.64220184,71803.75
372,1502,pop_13_op_e2_n16_251227_102305,pop_9_op_e2_n11_251226_205529,0.6315789,309004.5
1062,1498,pop_3_op_e2_n9_251226_012408,pop_9_op_e1_n8_251226_200158,0.72164947,22522.25
55,991,pop_0_op_i1_n2_251225_141156,pop_2_op_m1_n12_251225_230458,0.810219,454898.25
217,1098,pop_11_op_e2_n18_251227_033505,pop_3_op_m2_n5_251226_025640,0.70689654,205373.75
764,1296,pop_18_op_m1_n0_251228_041951,pop_6_op_m1_n16_251226_113847,0.5714286,255205.75
1,311,pop_0_op_e1_n11_251225_153652,pop_12_op_m1_n14_251227_074705,0.5714286,36647.0
987,1253,pop_2_op_e2_n9_251225_221616,pop_6_op_e1_n11_251226_100202,0.6805556,427995.75
11,36,pop_0_op_e1_n3_251225_153652,pop_0_op_i1_n0_251225_141156,0.7105263,158015.0
496,1240,pop_14_op_m2_n5_251227_152817,pop_5_op_m2_n17_251226_091303,0.65384614,126873.5
1074,1225,pop_3_op_m1_n1_251226_020829,pop_5_op_m1_n3_251226_082330,0.5204678,240035.0
1215,1265,pop_5_op_m1_n11_251226_082330,pop_6_op_e1_n4_251226_100202,0.59411764,168813.0
642,1035,pop_16_op_m2_n17_251227_221945,pop_3_op_e1_n19_251226_003906,0.7015707,336657.75
734,1259,pop_18_op_e1_n16_251228_023855,pop_6_op_e1_n17_251226_100202,0.61538464,266372.5
1097,1307,pop_3_op_m2_n4_251226_025640,pop_6_op_m1_n9_251226_113847,0.53846157,50380.5
431,696,pop_14_op_e1_n16_251227_125901,pop_17_op_m1_n16_251228_005726,0.7269373,461770.25
269,1215,pop_12_op_e1_n11_251227_060501,pop_5_op_m1_n11_251226_082330,0.5,174455.5
865,1026,pop_19_op_m2_n17_251228_083956,pop_2_op_m2_n9_251225_235254,0.6853933,282401.25
21,714,pop_0_op_e2_n13_251225_162047,pop_17_op_m2_n16_251228_014656,0.71568626,417654.5
787,1390,pop_18_op_m2_n13_251228_051251,pop_7_op_m2_n17_251226_154343,0.5988024,82691.75
604,885,pop_16_op_e2_n19_251227_203430,pop_1_op_e1_n17_251225_183903,0.6760563,235165.0
58,1183,pop_0_op_i1_n3_251225_145628,pop_5_op_e1_n16_251226_064644,0.79591835,33743.0
217,1146,pop_11_op_e2_n18_251227_033505,pop_4_op_m1_n16_251226_051356,0.7108434,214616.25
382,736,pop_13_op_e2_n7_251227_102305,pop_18_op_e1_n18_251228_023855,0.61616164,340956.5
178,1512,pop_10_op_m2_n19_251227_015504,pop_9_op_e2_n3_251226_205529,0.7121951,244729.75
684,1239,pop_17_op_e2_n4_251228_000153,pop_5_op_m2_n16_251226_091303,0.6666667,411247.0
1040,1375,pop_3_op_e1_n5_251226_003906,pop_7_op_m1_n3_251226_145231,0.56953645,140314.25
146,1018,pop_10_op_e2_n7_251227_001656,pop_2_op_m2_n1_251225_235254,0.72571427,404133.5
733,753,pop_18_op_e1_n15_251228_023855,pop_18_op_e2_n16_251228_033156,0.67755103,249371.5
1331,1482,pop_7_op_e1_n15_251226_131453,pop_9_op_e1_n10_251226_200158,0.76106197,152454.25
880,1265,pop_1_op_e1_n12_251225_183903,pop_6_op_e1_n4_251226_100202,0.6775956,98432.0
123,707,pop_10_op_e1_n3_251226_232328,pop_17_op_m1_n9_251228_005726,0.676,614167.5
109,1191,pop_0_op_m2_n9_251225_175347,pop_5_op_e1_n5_251226_064644,0.6880342,123232.25
439,894,pop_14_op_e1_n5_251227_125901,pop_1_op_e1_n7_251225_183903,0.7012195,292537.75
891,988,pop_1_op_e1_n4_251225_183903,pop_2_op_m1_n0_251225_230458,0.71770334,366396.0
880,999,pop_1_op_e1_n12_251225_183903,pop_2_op_m1_n2_251225_230458,0.59638554,102220.0
861,1439,pop_19_op_m2_n13_251228_083956,pop_8_op_e2_n8_251226_172614,0.61202186,111449.75
141,144,pop_10_op_e2_n1_251227_001656,pop_10_op_e2_n4_251227_001656,0.5769231,80156.25
617,870,pop_16_op_m1_n12_251227_212615,pop_19_op_m2_n3_251228_083956,0.46766168,112385.0
423,1237,pop_13_op_m2_n9_251227_121005,pop_5_op_m2_n14_251226_091303,0.5,134018.25
473,1494,pop_14_op_m1_n2_251227_143951,pop_9_op_e1_n4_251226_200158,0.58469945,82552.0
258,938,pop_11_op_m2_n1_251227_051511,pop_1_op_m2_n16_251225_204715,0.57763976,490541.75
47,343,pop_0_op_i1_n15_251225_145628,pop_12_op_m2_n7_251227_083811,0.76585364,311381.5
463,541,pop_14_op_m1_n0_251227_143951,pop_15_op_m1_n13_251227_180037,0.5859031,418870.0
164,679,pop_10_op_m1_n6_251227_010748,pop_17_op_e2_n18_251228_000153,0.64851487,371045.5
1001,1530,pop_2_op_m1_n4_251225_230458,pop_9_op_m1_n2_251226_214405,0.6861702,35951.0
334,817,pop_12_op_m2_n17_251227_083811,pop_19_op_e1_n7_251228_060424,0.556962,22126.5
430,868,pop_14_op_e1_n15_251227_125901,pop_19_op_m2_n1_251228_083956,0.56969696,284214.25
636,1412,pop_16_op_m2_n11_251227_221945,pop_8_op_e1_n19_251226_163555,0.6059113,341465.0
674,1545,pop_17_op_e2_n13_251228_000153,pop_9_op_m2_n16_251226_223416,0.5555556,233370.5
484,1328,pop_14_op_m2_n12_251227_152817,pop_7_op_e1_n12_251226_131453,0.6567164,487970.75
54,584,pop_0_op_i1_n1_251225_141156,pop_16_op_e1_n17_251227_194508,0.72262776,204002.25
364,1245,pop_13_op_e1_n9_251227_092959,pop_5_op_m2_n3_251226_091303,0.7119565,251730.25
822,1279,pop_19_op_e2_n12_251228_065631,pop_6_op_e2_n18_251226_105034,0.6132597,353035.25
90,263,pop_0_op_m2_n0_251225_175347,pop_11_op_m2_n6_251227_051511,0.6381909,105552.5
1074,1332,pop_3_op_m1_n1_251226_020829,pop_7_op_e1_n16_251226_131453,0.6836158,202246.0
438,1160,pop_14_op_e1_n4_251227_125901,pop_4_op_m2_n11_251226_055944,0.723301,253120.25
389,1428,pop_13_op_m1_n13_251227_112032,pop_8_op_e2_n16_251226_172614,0.6315789,213701.25
457,867,pop_14_op_e2_n4_251227_135021,pop_19_op_m2_n19_251228_083956,0.5638298,441766.0
676,877,pop_17_op_e2_n15_251228_000153,pop_1_op_e1_n0_251225_183903,0.6888889,253138.75
272,1030,pop_12_op_e1_n14_251227_060501,pop_3_op_e1_n13_251226_003906,0.6685083,273917.0
14,196,pop_0_op_e1_n7_251225_153652,pop_11_op_e1_n17_251227_024432,0.7741935,360372.5
867,1118,pop_19_op_m2_n19_251228_083956,pop_4_op_e1_n7_251226_034419,0.5555556,289436.0
786,958,pop_18_op_m2_n12_251228_051251,pop_2_op_e1_n16_251225_213311,0.6880734,537635.5
1111,1220,pop_4_op_e1_n18_251226_034419,pop_5_op_m1_n17_251226_082330,0.5986394,229679.5
587,1550,pop_16_op_e1_n2_251227_194508,pop_9_op_m2_n3_251226_223416,0.5141243,75513.75
802,1034,pop_19_op_e1_n0_251228_060424,pop_3_op_e1_n18_251226_003906,0.6918239,229924.25
637,1528,pop_16_op_m2_n12_251227_221945,pop_9_op_m1_n19_251226_214405,0.47712418,203278.5
351,632,pop_13_op_e1_n15_251227_092959,pop_16_op_m1_n8_251227_212615,0.63076925,177218.25
650,1016,pop_16_op_m2_n6_251227_221945,pop_2_op_m2_n18_251225_235254,0.6943231,135210.25
205,1267,pop_11_op_e1_n7_251227_024432,pop_6_op_e1_n6_251226_100202,0.6344086,227466.0
102,500,pop_0_op_m2_n2_251225_175347,pop_14_op_m2_n9_251227_152817,0.70454544,95375.75
259,1490,pop_11_op_m2_n2_251227_051511,pop_9_op_e1_n19_251226_200158,0.5492958,315698.75
202,520,pop_11_op_e1_n4_251227_024432,pop_15_op_e2_n0_251227_171036,0.6605505,326301.25
35,1021,pop_0_op_e2_n9_251225_162047,pop_2_op_m2_n4_251225_235254,0.7222222,278470.25
165,800,pop_10_op_m1_n7_251227_010748,pop_18_op_m2_n8_251228_051251,0.635,95498.75
140,1259,pop_10_op_e2_n19_251227_001656,pop_6_op_e1_n17_251226_100202,0.6866953,1401.0
851,1201,pop_19_op_m1_n4_251228_074716,pop_5_op_e2_n16_251226_073535,0.7125506,21233.0
1085,1124,pop_3_op_m2_n11_251226_025640,pop_4_op_e2_n12_251226_042834,0.5109489,106710.5
1084,1392,pop_3_op_m2_n10_251226_025640,pop_7_op_m2_n19_251226_154343,0.71859294,116955.5
719,1291,pop_17_op_m2_n2_251228_014656,pop_6_op_m1_n10_251226_113847,0.65816325,79555.5
1116,1123,pop_4_op_e1_n5_251226_034419,pop_4_op_e2_n11_251226_042834,0.68202764,248493.25
251,252,pop_11_op_m2_n13_251227_051511,pop_11_op_m2_n14_251227_051511,0.52380955,124317.0
263,1402,pop_11_op_m2_n6_251227_051511,pop_8_op_e1_n0_251226_163555,0.709434,158929.5
773,780,pop_18_op_m1_n19_251228_041951,pop_18_op_m1_n7_251228_041951,0.53125,541487.25
1025,1460,pop_2_op_m2_n8_251225_235254,pop_8_op_m1_n9_251226_182024,0.6827586,438663.75
237,1038,pop_11_op_m1_n19_251227_042439,pop_3_op_e1_n3_251226_003906,0.65294117,124559.0
774,1224,pop_18_op_m1_n1_251228_041951,pop_5_op_m1_n2_251226_082330,0.6393443,265325.25
160,1084,pop_10_op_m1_n2_251227_010748,pop_3_op_m2_n10_251226_025640,0.7222222,111325.0
270,771,pop_12_op_e1_n12_251227_060501,pop_18_op_m1_n17_251228_041951,0.6185567,434725.25
233,694,pop_11_op_m1_n15_251227_042439,pop_17_op_m1_n14_251228_005726,0.607438,153875.0
258,842,pop_11_op_m2_n1_251227_051511,pop_19_op_m1_n14_251228_074716,0.6480447,501891.75
593,987,pop_16_op_e1_n8_251227_194508,pop_2_op_e2_n9_251225_221616,0.7593985,310261.0
179,371,pop_10_op_m2_n1_251227_015504,pop_13_op_e2_n15_251227_102305,0.5151515,469776.25
469,1352,pop_14_op_m1_n16_251227_143951,pop_7_op_e2_n19_251226_140215,0.6497175,315039.25
472,1064,pop_14_op_m1_n1_251227_143951,pop_3_op_m1_n10_251226_020829,0.7135135,239094.5
981,1028,pop_2_op_e2_n3_251225_221616,pop_3_op_e1_n10_251226_003906,0.65865386,144318.75
945,1170,pop_1_op_m2_n4_251225_204715,pop_4_op_m2_n2_251226_055944,0.72959185,317526.0
56,563,pop_0_op_i1_n2_251225_145628,pop_15_op_m2_n15_251227_185242,0.80748665,138181.75
1346,1494,pop_7_op_e2_n12_251226_140215,pop_9_op_e1_n4_251226_200158,0.71555555,351924.0
136,1510,pop_10_op_e2_n15_251227_001656,pop_9_op_e2_n1_251226_205529,0.56804734,120246.25
533,1492,pop_15_op_e2_n4_251227_171036,pop_9_op_e1_n2_251226_200158,0.6639344,111485.0
183,217,pop_10_op_m2_n5_251227_015504,pop_11_op_e2_n18_251227_033505,0.6304348,328115.5
527,611,pop_15_op_e2_n17_251227_171036,pop_16_op_e2_n7_251227_203430,0.5797101,7318.75
362,1497,pop_13_op_e1_n7_251227_092959,pop_9_op_e1_n7_251226_200158,0.65816325,171491.5
570,701,pop_15_op_m2_n3_251227_185242,pop_17_op_m1_n3_251228_005726,0.58371043,276744.25
1414,1518,pop_8_op_e1_n2_251226_163555,pop_9_op_m1_n0_251226_214405,0.49056605,264730.5
770,1188,pop_18_op_m1_n16_251228_041951,pop_5_op_e1_n2_251226_064644,0.73333335,385935.25
1089,1200,pop_3_op_m2_n15_251226_025640,pop_5_op_e2_n15_251226_073535,0.7237569,418120.5
656,712,pop_17_op_e1_n12_251227_231256,pop_17_op_m2_n13_251228_014656,0.5471698,511887.5
413,1458,pop_13_op_m2_n18_251227_121005,pop_8_op_m1_n7_251226_182024,0.52287585,71662.5
1189,1432,pop_5_op_e1_n3_251226_064644,pop_8_op_e2_n1_251226_172614,0.63978493,42710.75
1255,1509,pop_6_op_e1_n13_251226_100202,pop_9_op_e2_n19_251226_205529,0.6394231,226614.75
410,1268,pop_13_op_m2_n15_251227_121005,pop_6_op_e1_n7_251226_100202,0.5037594,318037.0
1014,1212,pop_2_op_m2_n16_251225_235254,pop_5_op_e2_n9_251226_073535,0.6809816,389593.5
148,406,pop_10_op_e2_n9_251227_001656,pop_13_op_m2_n11_251227_121005,0.47482014,183088.5
443,1116,pop_14_op_e1_n9_251227_125901,pop_4_op_e1_n5_251226_034419,0.6891892,135028.75
1197,1228,pop_5_op_e2_n12_251226_073535,pop_5_op_m1_n6_251226_082330,0.557047,199184.25
508,699,pop_15_op_e1_n16_251227_162003,pop_17_op_m1_n1_251228_005726,0.5697674,3454.5
268,1147,pop_12_op_e1_n10_251227_060501,pop_4_op_m1_n17_251226_051356,0.5179856,5850.0
423,1474,pop_13_op_m2_n9_251227_121005,pop_8_op_m2_n3_251226_191044,0.36363637,251272.5
123,760,pop_10_op_e1_n3_251226_232328,pop_18_op_e2_n5_251228_033156,0.6232558,103303.75
150,1339,pop_10_op_m1_n10_251227_010748,pop_7_op_e1_n5_251226_131453,0.5740741,226653.25
442,696,pop_14_op_e1_n8_251227_125901,pop_17_op_m1_n16_251228_005726,0.64319247,456213.25
559,1405,pop_15_op_m2_n11_251227_185242,pop_8_op_e1_n12_251226_163555,0.5762712,81516.0
198,534,pop_11_op_e1_n19_251227_024432,pop_15_op_e2_n5_251227_171036,0.6482412,269433.75
581,709,pop_16_op_e1_n14_251227_194508,pop_17_op_m2_n10_251228_014656,0.5860215,252604.0
681,1096,pop_17_op_e2_n1_251228_000153,pop_3_op_m2_n3_251226_025640,0.7207207,143051.5
315,463,pop_12_op_m1_n18_251227_074705,pop_14_op_m1_n0_251227_143951,0.5033557,318598.5
1123,1267,pop_4_op_e2_n11_251226_042834,pop_6_op_e1_n6_251226_100202,0.62068963,248341.0
476,507,pop_14_op_m1_n5_251227_143951,pop_15_op_e1_n15_251227_162003,0.6666667,217100.25
687,1259,pop_17_op_e2_n7_251228_000153,pop_6_op_e1_n17_251226_100202,0.6666667,232056.0
901,1340,pop_1_op_e2_n15_251225_192420,pop_7_op_e1_n6_251226_131453,0.6685714,16314.5
680,851,pop_17_op_e2_n19_251228_000153,pop_19_op_m1_n4_251228_074716,0.4816754,452294.75
16,275,pop_0_op_e1_n9_251225_153652,pop_12_op_e1_n17_251227_060501,0.7109005,80686.75
0,721,pop_0_op_e1_n0_251225_153652,pop_17_op_m2_n4_251228_014656,0.7982833,553139.5
678,1333,pop_17_op_e2_n17_251228_000153,pop_7_op_e1_n18_251226_131453,0.64615387,188575.75
30,1009,pop_0_op_e2_n3_251225_162047,pop_2_op_m2_n11_251225_235254,0.59615386,135719.25
1181,1468,pop_5_op_e1_n14_251226_064644,pop_8_op_m2_n16_251226_191044,0.69483566,444613.5
203,767,pop_11_op_e1_n5_251227_024432,pop_18_op_m1_n13_251228_041951,0.5868263,630197.75
844,1120,pop_19_op_m1_n16_251228_074716,pop_4_op_e1_n9_251226_034419,0.59217876,615955.0
449,1032,pop_14_op_e2_n15_251227_135021,pop_3_op_e1_n15_251226_003906,0.7336066,84175.5
672,701,pop_17_op_e2_n11_251228_000153,pop_17_op_m1_n3_251228_005726,0.6486486,171878.75
480,689,pop_14_op_m1_n9_251227_143951,pop_17_op_e2_n9_251228_000153,0.6497696,259838.5
486,976,pop_14_op_m2_n14_251227_152817,pop_2_op_e2_n17_251225_221616,0.68715084,261257.5
28,218,pop_0_op_e2_n1_251225_162047,pop_11_op_e2_n19_251227_033505,0.62658226,250418.0
115,909,pop_10_op_e1_n14_251226_232328,pop_1_op_e2_n5_251225_192420,0.8110236,380129.0
147,813,pop_10_op_e2_n8_251227_001656,pop_19_op_e1_n3_251228_060424,0.6622222,234528.5
349,1011,pop_13_op_e1_n13_251227_092959,pop_2_op_m2_n13_251225_235254,0.7378641,285996.5
509,978,pop_15_op_e1_n17_251227_162003,pop_2_op_e2_n19_251225_221616,0.7617021,9475.0
131,140,pop_10_op_e2_n10_251227_001656,pop_10_op_e2_n19_251227_001656,0.60913706,214502.5
77,1179,pop_0_op_m1_n15_251225_170919,pop_5_op_e1_n12_251226_064644,0.7606838,102497.0
197,647,pop_11_op_e1_n18_251227_024432,pop_16_op_m2_n3_251227_221945,0.6497462,47993.0
587,1225,pop_16_op_e1_n2_251227_194508,pop_5_op_m1_n3_251226_082330,0.64736843,42447.5
64,254,pop_0_op_i1_n6_251225_145628,pop_11_op_m2_n16_251227_051511,0.7764706,69635.5
279,360,pop_12_op_e1_n2_251227_060501,pop_13_op_e1_n5_251227_092959,0.6486486,10149.75
470,769,pop_14_op_m1_n18_251227_143951,pop_18_op_m1_n15_251228_041951,0.5775401,348429.5
293,453,pop_12_op_e2_n15_251227_065610,pop_14_op_e2_n19_251227_135021,0.496063,507553.5
17,513,pop_0_op_e2_n0_251225_162047,pop_15_op_e1_n2_251227_162003,0.79752064,83424.25
182,1028,pop_10_op_m2_n4_251227_015504,pop_3_op_e1_n10_251226_003906,0.6438356,6564.25
225,1479,pop_11_op_e2_n8_251227_033505,pop_8_op_m2_n8_251226_191044,0.527027,390720.0
1040,1055,pop_3_op_e1_n5_251226_003906,pop_3_op_e2_n2_251226_012408,0.7318182,1429.75
160,192,pop_10_op_m1_n2_251227_010748,pop_11_op_e1_n13_251227_024432,0.5294118,20838.25
272,441,pop_12_op_e1_n14_251227_060501,pop_14_op_e1_n7_251227_125901,0.61538464,46470.0
596,914,pop_16_op_e2_n10_251227_203430,pop_1_op_m1_n11_251225_200231,0.7044335,297425.75
