i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
899,1323,pop_1_op_e2_n4_251224_140121,pop_7_op_m1_n16_251224_155944,0.8061224,0.00986
3207,3619,pop_11_op_m1_n18_251225_053143,pop_17_op_e1_n8_251225_071627,0.6802721,0.63145995
1359,1449,pop_8_op_e2_n0_251224_160837,pop_9_op_e2_n9_251224_162247,0.7916667,1.37247
1962,3594,pop_15_op_e1_n13_251225_001559,pop_16_op_m2_n15_251225_071226,0.8129032,0.328
2574,3825,pop_4_op_e2_n7_251224_203033,pop_1_op_e1_n5_251225_022428,0.77862597,0.007939935
1943,2431,pop_14_op_m2_n13_251225_001033,pop_2_op_m1_n10_251224_200232,0.79527557,0.009050002
46,785,pop_0_op_i1_n14_251224_134318,pop_18_op_m2_n4_251224_190103,0.74444443,0.57167995
2,2058,pop_0_op_e1_n11_251224_134701,pop_16_op_e2_n2_251225_004450,0.75735295,1.47278
1938,3807,pop_14_op_m1_n9_251225_000514,pop_19_op_m2_n3_251225_080724,0.8023952,0.009460002
86,2882,pop_0_op_m2_n0_251224_135519,pop_8_op_m1_n18_251224_215632,0.78640777,0.07546
3371,4190,pop_13_op_m2_n15_251225_061422,pop_6_op_e2_n9_251225_034959,0.49166667,1.50568
581,2190,pop_16_op_e2_n12_251224_181906,pop_18_op_e1_n5_251225_012310,0.7746479,1.3231701
2412,3198,pop_2_op_e1_n9_251224_195501,pop_11_op_m1_n0_251225_053143,0.8142857,0.34149003
1284,2948,pop_7_op_e1_n15_251224_155243,pop_9_op_m1_n13_251224_221631,0.86923075,0.016999997
1920,2002,pop_14_op_m1_n10_251225_000514,pop_15_op_m1_n19_251225_002824,0.28282827,1.48787
1372,1967,pop_8_op_e2_n5_251224_160837,pop_15_op_e1_n18_251225_001559,0.84615386,0.11621
1388,2788,pop_8_op_m1_n2_251224_161205,pop_7_op_e2_n19_251224_212721,0.81904763,0.05514
81,623,pop_0_op_m1_n5_251224_135244,pop_16_op_m2_n15_251224_182728,0.77310926,0.11892
328,2596,pop_12_op_m2_n1_251224_171641,pop_4_op_m2_n0_251224_203859,0.72307694,0.03995
420,2322,pop_14_op_e1_n16_251224_173716,pop_19_op_m2_n9_251225_020114,0.7887324,1.2163199
997,2888,pop_2_op_m1_n7_251224_141740,pop_8_op_m1_n6_251224_215632,0.7894737,1.4755
1453,2794,pop_9_op_m1_n13_251224_162633,pop_7_op_e2_n6_251224_212721,0.83838385,1.48425
375,402,pop_13_op_m1_n11_251224_172917,pop_13_op_m2_n18_251224_173322,0.5145631,0.64211
220,3367,pop_11_op_m1_n0_251224_165649,pop_13_op_m2_n11_251225_061422,0.82568806,0.12175
563,1848,pop_16_op_e1_n13_251224_181432,pop_13_op_m1_n11_251224_234324,0.7810219,0.13925
1676,3497,pop_11_op_e1_n13_251224_224831,pop_15_op_e2_n7_251225_064411,0.7847222,1.48868
184,726,pop_11_op_e1_n12_251224_164829,pop_18_op_e1_n3_251224_184830,0.622807,0.08511999
797,1028,pop_19_op_e1_n16_251224_190503,pop_3_op_e1_n1_251224_142355,0.73333335,0.06782
1342,2195,pop_7_op_m2_n5_251224_160301,pop_18_op_e2_n11_251225_012910,0.78417265,0.031489998
