i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
165,433,pop_10_op_m1_n17_251005_130233,pop_13_op_m2_n8_251005_194129,0.5585586,0.40027
3501,3759,pop_11_op_m2_n0_251024_025715,pop_15_op_e1_n0_251024_080734,0.29347825,0.14828998
1039,3179,pop_2_op_m1_n3_251004_230449,pop_9_op_e1_n18_251008_115314,0.65957445,0.21462989
2132,3455,pop_14_op_m2_n6_251009_013943,pop_11_op_e1_n3_251024_014855,0.739726,1.13994
2103,2742,pop_14_op_m1_n16_251009_010748,pop_3_op_m1_n1_251008_013345,0.7107438,1.25048
984,4171,pop_1_op_m2_n6_251004_214556,pop_1_op_e2_n14_251018_185448,0.56164384,0.38874006
417,2281,pop_13_op_m2_n11_251005_194129,pop_16_op_m2_n14_251009_054828,0.76119405,0.79589
178,3387,pop_10_op_m2_n11_251005_132908,pop_10_op_e2_n12_251024_003548,0.7569444,0.84897006
978,3409,pop_1_op_m2_n19_251004_214556,pop_10_op_m1_n15_251024_010057,0.5151515,0.50909996
457,1475,pop_14_op_e2_n11_251005_203509,pop_8_op_e1_n3_251005_084436,0.27083334,0.99344003
1862,2557,pop_11_op_m1_n15_251008_175342,pop_1_op_e2_n11_251007_213131,0.45132744,0.15675998
763,4739,pop_18_op_e1_n19_251006_031442,pop_8_op_e2_n8_251023_212218,0.73722625,0.67463994
1773,3574,pop_10_op_e2_n7_251008_151704,pop_12_op_m1_n3_251024_040907,0.7410072,0.27752995
1922,3697,pop_12_op_e2_n15_251008_192557,pop_14_op_e1_n8_251024_063309,0.71428573,1.58219
1092,3485,pop_3_op_e2_n15_251005_002228,pop_11_op_m1_n13_251024_023315,0.6886792,1.41831
3818,4757,pop_15_op_m2_n11_251024_091905,pop_8_op_m1_n7_251023_214610,0.30107528,0.033230007
1359,2493,pop_6_op_m1_n6_251005_060356,pop_19_op_e2_n7_251009_105744,0.7883212,0.39625
622,879,pop_16_op_e2_n16_251006_000601,pop_19_op_m1_n1_251006_055659,0.375,0.62600005
2663,4079,pop_2_op_m1_n19_251007_234356,pop_19_op_e1_n19_251024_142543,0.6375,1.43607
1549,2187,pop_9_op_e1_n17_251005_102726,pop_15_op_m1_n1_251009_031407,0.7425743,0.68102
2205,2430,pop_15_op_m2_n18_251009_034459,pop_18_op_m1_n4_251009_092244,0.6423358,1.60823
1801,3522,pop_10_op_m2_n14_251008_161733,pop_12_op_e1_n10_251024_032137,0.71014494,0.28980994
380,886,pop_13_op_e2_n13_251005_175123,pop_19_op_m1_n8_251006_055659,0.49122807,1.6210699
2473,4502,pop_19_op_e1_n7_251009_102606,pop_5_op_e2_n7_251023_163527,0.7027027,1.34787
105,3796,pop_0_op_m2_n16_251004_200931,pop_15_op_m1_n0_251024_085518,0.67676765,1.7523401
213,3127,pop_11_op_e1_n7_251005_135625,pop_8_op_e2_n6_251008_102531,0.7654321,0.46761
449,1954,pop_14_op_e1_n4_251005_200841,pop_12_op_m1_n8_251008_195611,0.76859504,0.0
785,3996,pop_18_op_e2_n4_251006_034151,pop_18_op_e1_n14_251024_125241,0.72,0.42415
1697,2649,pop_0_op_m1_n10_251007_201332,pop_2_op_e2_n5_251007_231500,0.42553192,0.15675998
2154,4543,pop_15_op_e1_n8_251009_021028,pop_5_op_m2_n8_251023_172151,0.75816995,0.40379
2188,4402,pop_15_op_m1_n2_251009_031407,pop_4_op_e1_n6_251022_222736,0.78205127,1.6602199
501,1103,pop_14_op_m2_n15_251005_212934,pop_3_op_e2_n7_251005_002228,0.6395349,1.3401799
447,4815,pop_14_op_e1_n2_251005_200841,pop_9_op_e2_n6_251023_225835,0.7063492,0.6485399
